CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,SEX,RACE,CUMULATIVE RATE,WEEKLY RATE
Entire Network,COVID-NET,2020-22,2022,19,30-39 yr,Overall,Overall,679.3,4.4
Entire Network,COVID-NET,2020-22,2022,20,30-39 yr,Overall,Overall,684.2,4.9
Entire Network,COVID-NET,2020-22,2022,21,30-39 yr,Overall,Overall,688.7,4.5
Entire Network,COVID-NET,2020-22,2022,22,30-39 yr,Overall,Overall,696,5
Entire Network,COVID-NET,2020-22,2022,23,30-39 yr,Overall,Overall,700.3,4.3
Entire Network,COVID-NET,2020-22,2022,24,30-39 yr,Overall,Overall,704.4,4
Entire Network,COVID-NET,2020-22,2022,25,30-39 yr,Overall,Overall,709.5,5.1
Entire Network,COVID-NET,2020-22,2022,26,30-39 yr,Overall,Overall,714.5,5
Entire Network,COVID-NET,2020-22,2022,27,30-39 yr,Overall,Overall,720.2,5.7
Entire Network,COVID-NET,2020-22,2022,28,30-39 yr,Overall,Overall,726.6,6.5
Entire Network,COVID-NET,2020-22,2022,29,30-39 yr,Overall,Overall,732.6,6
Entire Network,COVID-NET,2020-22,2022,30,30-39 yr,Overall,Overall,738.7,6.1
Entire Network,COVID-NET,2020-22,2022,31,30-39 yr,Overall,Overall,744.4,5.7
Entire Network,COVID-NET,2020-22,2022,32,30-39 yr,Overall,Overall,749.7,5.3
Entire Network,COVID-NET,2020-22,2022,33,30-39 yr,Overall,Overall,754.6,4.9
Entire Network,COVID-NET,2020-22,2022,34,30-39 yr,Overall,Overall,759.6,5
Entire Network,COVID-NET,2020-22,2022,35,30-39 yr,Overall,Overall,763.7,4.1
Entire Network,COVID-NET,2020-22,2022,36,30-39 yr,Overall,Overall,767.2,3.5
Entire Network,COVID-NET,2020-22,2022,37,30-39 yr,Overall,Overall,770.7,3.4
Entire Network,COVID-NET,2020-22,2022,38,30-39 yr,Overall,Overall,774.7,4
Entire Network,COVID-NET,2020-22,2022,39,30-39 yr,Overall,Overall,777.9,3.2
Entire Network,COVID-NET,2020-22,2022,40,30-39 yr,Overall,Overall,780.4,2.6
Entire Network,COVID-NET,2020-22,2022,41,30-39 yr,Overall,Overall,783.4,3
Entire Network,COVID-NET,2020-22,2022,42,30-39 yr,Overall,Overall,786.3,2.9
Entire Network,COVID-NET,2020-22,2022,43,30-39 yr,Overall,Overall,788.9,2.5
Entire Network,COVID-NET,2020-22,2022,44,30-39 yr,Overall,Overall,792,3.2
Entire Network,COVID-NET,2020-22,2022,45,30-39 yr,Overall,Overall,795.1,3
Entire Network,COVID-NET,2020-22,2022,46,30-39 yr,Overall,Overall,797.9,2.8
Entire Network,COVID-NET,2020-22,2022,47,30-39 yr,Overall,Overall,801,3.1
Entire Network,COVID-NET,2020-22,2022,48,30-39 yr,Overall,Overall,805,3.9
Entire Network,COVID-NET,2020-22,2022,49,30-39 yr,Overall,Overall,809.1,4.1
Entire Network,COVID-NET,2020-22,2022,50,30-39 yr,Overall,Overall,812.8,3.7
Entire Network,COVID-NET,2020-22,2022,51,30-39 yr,Overall,Overall,816.9,4.1
Entire Network,COVID-NET,2020-22,2022,52,30-39 yr,Overall,Overall,820.4,3.5
Entire Network,COVID-NET,2020-22,2023,1,30-39 yr,Overall,Overall,822.7,2.3
Entire Network,COVID-NET,2020-22,2023,2,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,30-39 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,40-49 yr,Overall,Overall,796.6,24.5
Entire Network,COVID-NET,2020-22,2022,2,40-49 yr,Overall,Overall,819.8,23.1
Entire Network,COVID-NET,2020-22,2022,3,40-49 yr,Overall,Overall,836.1,16.3
Entire Network,COVID-NET,2020-22,2022,4,40-49 yr,Overall,Overall,849.5,13.4
Entire Network,COVID-NET,2020-22,2022,5,40-49 yr,Overall,Overall,858.8,9.3
Entire Network,COVID-NET,2020-22,2022,6,40-49 yr,Overall,Overall,865.8,7
Entire Network,COVID-NET,2020-22,2022,7,40-49 yr,Overall,Overall,870,4.2
Entire Network,COVID-NET,2020-22,2022,8,40-49 yr,Overall,Overall,873.7,3.7
Entire Network,COVID-NET,2020-22,2022,9,40-49 yr,Overall,Overall,876.3,2.6
Entire Network,COVID-NET,2020-22,2022,10,40-49 yr,Overall,Overall,877.9,1.6
Entire Network,COVID-NET,2020-22,2022,11,40-49 yr,Overall,Overall,879.2,1.2
Entire Network,COVID-NET,2020-22,2022,12,40-49 yr,Overall,Overall,880.4,1.3
Entire Network,COVID-NET,2020-22,2022,13,40-49 yr,Overall,Overall,881.6,1.2
Entire Network,COVID-NET,2020-22,2022,14,40-49 yr,Overall,Overall,883,1.4
Entire Network,COVID-NET,2020-22,2022,15,40-49 yr,Overall,Overall,884.4,1.4
Entire Network,COVID-NET,2020-22,2022,16,40-49 yr,Overall,Overall,886.7,2.2
Entire Network,COVID-NET,2020-22,2022,17,40-49 yr,Overall,Overall,889.2,2.6
Entire Network,COVID-NET,2020-22,2022,18,40-49 yr,Overall,Overall,891.8,2.6
Entire Network,COVID-NET,2020-22,2022,19,40-49 yr,Overall,Overall,895.2,3.3
Entire Network,COVID-NET,2020-22,2022,20,40-49 yr,Overall,Overall,899,3.8
Entire Network,COVID-NET,2020-22,2022,21,40-49 yr,Overall,Overall,902.5,3.6
Entire Network,COVID-NET,2020-22,2022,22,40-49 yr,Overall,Overall,909.6,4.1
Entire Network,COVID-NET,2020-22,2022,23,40-49 yr,Overall,Overall,913.7,4.1
Entire Network,COVID-NET,2020-22,2022,24,40-49 yr,Overall,Overall,917.9,4.2
Entire Network,COVID-NET,2020-22,2022,25,40-49 yr,Overall,Overall,921.9,4
Entire Network,COVID-NET,2020-22,2022,26,40-49 yr,Overall,Overall,926.6,4.8
Entire Network,COVID-NET,2020-22,2022,27,40-49 yr,Overall,Overall,931.9,5.3
Entire Network,COVID-NET,2020-22,2022,28,40-49 yr,Overall,Overall,937.2,5.3
Entire Network,COVID-NET,2020-22,2022,29,40-49 yr,Overall,Overall,942.7,5.5
Entire Network,COVID-NET,2020-22,2022,30,40-49 yr,Overall,Overall,947.9,5.2
Entire Network,COVID-NET,2020-22,2022,31,40-49 yr,Overall,Overall,953.1,5.2
Entire Network,COVID-NET,2020-22,2022,32,40-49 yr,Overall,Overall,958.2,5.1
Entire Network,COVID-NET,2020-22,2022,33,40-49 yr,Overall,Overall,963,4.7
Entire Network,COVID-NET,2020-22,2022,34,40-49 yr,Overall,Overall,967.4,4.5
Entire Network,COVID-NET,2020-22,2022,35,40-49 yr,Overall,Overall,971.2,3.8
Entire Network,COVID-NET,2020-22,2022,36,40-49 yr,Overall,Overall,975.3,4.1
Entire Network,COVID-NET,2020-22,2022,37,40-49 yr,Overall,Overall,978.8,3.5
Entire Network,COVID-NET,2020-22,2022,38,40-49 yr,Overall,Overall,982,3.2
Entire Network,COVID-NET,2020-22,2022,39,40-49 yr,Overall,Overall,984.9,2.9
Entire Network,COVID-NET,2020-22,2022,40,40-49 yr,Overall,Overall,987.4,2.5
Entire Network,COVID-NET,2020-22,2022,41,40-49 yr,Overall,Overall,990.2,2.8
Entire Network,COVID-NET,2020-22,2022,42,40-49 yr,Overall,Overall,993.1,2.9
Entire Network,COVID-NET,2020-22,2022,43,40-49 yr,Overall,Overall,995.7,2.7
Entire Network,COVID-NET,2020-22,2022,44,40-49 yr,Overall,Overall,998.4,2.7
Entire Network,COVID-NET,2020-22,2022,45,40-49 yr,Overall,Overall,1001.5,3.1
Entire Network,COVID-NET,2020-22,2022,46,40-49 yr,Overall,Overall,1005.2,3.7
Entire Network,COVID-NET,2020-22,2022,47,40-49 yr,Overall,Overall,1008,2.8
Entire Network,COVID-NET,2020-22,2022,48,40-49 yr,Overall,Overall,1012.1,4
Entire Network,COVID-NET,2020-22,2022,49,40-49 yr,Overall,Overall,1015.5,3.5
Entire Network,COVID-NET,2020-22,2022,50,40-49 yr,Overall,Overall,1019.8,4.3
Entire Network,COVID-NET,2020-22,2022,51,40-49 yr,Overall,Overall,1023.4,3.6
Entire Network,COVID-NET,2020-22,2022,52,40-49 yr,Overall,Overall,1027.7,4.3
Entire Network,COVID-NET,2020-22,2023,1,40-49 yr,Overall,Overall,1030.3,2.6
Entire Network,COVID-NET,2020-22,2023,2,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,40-49 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,0-<6 months,Overall,Overall,694,79.7
Entire Network,COVID-NET,2020-22,2022,2,0-<6 months,Overall,Overall,758.1,64.1
Entire Network,COVID-NET,2020-22,2022,3,0-<6 months,Overall,Overall,810.4,52.2
Entire Network,COVID-NET,2020-22,2022,4,0-<6 months,Overall,Overall,842.7,32.3
Entire Network,COVID-NET,2020-22,2022,5,0-<6 months,Overall,Overall,862.6,19.9
Entire Network,COVID-NET,2020-22,2022,6,0-<6 months,Overall,Overall,876,13.5
Entire Network,COVID-NET,2020-22,2022,7,0-<6 months,Overall,Overall,882.5,6.5
Entire Network,COVID-NET,2020-22,2022,8,0-<6 months,Overall,Overall,890.6,8.1
Entire Network,COVID-NET,2020-22,2022,9,0-<6 months,Overall,Overall,899.7,9.2
Entire Network,COVID-NET,2020-22,2022,10,0-<6 months,Overall,Overall,903,3.2
Entire Network,COVID-NET,2020-22,2022,11,0-<6 months,Overall,Overall,904,1.1
Entire Network,COVID-NET,2020-22,2022,12,0-<6 months,Overall,Overall,907.3,3.2
Entire Network,COVID-NET,2020-22,2022,13,0-<6 months,Overall,Overall,910,2.7
Entire Network,COVID-NET,2020-22,2022,14,0-<6 months,Overall,Overall,912.7,2.7
Entire Network,COVID-NET,2020-22,2022,15,0-<6 months,Overall,Overall,919.1,6.5
Entire Network,COVID-NET,2020-22,2022,16,0-<6 months,Overall,Overall,925.6,6.5
Entire Network,COVID-NET,2020-22,2022,17,0-<6 months,Overall,Overall,932.6,7
Entire Network,COVID-NET,2020-22,2022,18,0-<6 months,Overall,Overall,945,12.4
Entire Network,COVID-NET,2020-22,2022,19,0-<6 months,Overall,Overall,959.5,14.5
Entire Network,COVID-NET,2020-22,2022,20,0-<6 months,Overall,Overall,970.3,10.8
Entire Network,COVID-NET,2020-22,2022,21,0-<6 months,Overall,Overall,983.2,12.9
Entire Network,COVID-NET,2020-22,2022,22,0-<6 months,Overall,Overall,1002,14.6
Entire Network,COVID-NET,2020-22,2022,23,0-<6 months,Overall,Overall,1017.2,15.1
Entire Network,COVID-NET,2020-22,2022,24,0-<6 months,Overall,Overall,1029.6,12.4
Entire Network,COVID-NET,2020-22,2022,25,0-<6 months,Overall,Overall,1045.3,15.7
Entire Network,COVID-NET,2020-22,2022,26,0-<6 months,Overall,Overall,1060.4,15.1
Entire Network,COVID-NET,2020-22,2022,27,0-<6 months,Overall,Overall,1075,14.6
Entire Network,COVID-NET,2020-22,2022,28,0-<6 months,Overall,Overall,1097.2,22.2
Entire Network,COVID-NET,2020-22,2022,29,0-<6 months,Overall,Overall,1123.2,26
Entire Network,COVID-NET,2020-22,2022,30,0-<6 months,Overall,Overall,1143.2,20
Entire Network,COVID-NET,2020-22,2022,31,0-<6 months,Overall,Overall,1165.9,22.7
Entire Network,COVID-NET,2020-22,2022,32,0-<6 months,Overall,Overall,1188,22.2
Entire Network,COVID-NET,2020-22,2022,33,0-<6 months,Overall,Overall,1206.4,18.4
Entire Network,COVID-NET,2020-22,2022,34,0-<6 months,Overall,Overall,1225.4,18.9
Entire Network,COVID-NET,2020-22,2022,35,0-<6 months,Overall,Overall,1240.5,15.1
Entire Network,COVID-NET,2020-22,2022,36,0-<6 months,Overall,Overall,1255.6,15.1
Entire Network,COVID-NET,2020-22,2022,37,0-<6 months,Overall,Overall,1269.2,13.5
Entire Network,COVID-NET,2020-22,2022,38,0-<6 months,Overall,Overall,1279.4,10.3
Entire Network,COVID-NET,2020-22,2022,39,0-<6 months,Overall,Overall,1290.2,10.8
Entire Network,COVID-NET,2020-22,2022,40,0-<6 months,Overall,Overall,1294.6,4.3
Entire Network,COVID-NET,2020-22,2022,41,0-<6 months,Overall,Overall,1304.3,9.7
Entire Network,COVID-NET,2020-22,2022,42,0-<6 months,Overall,Overall,1318.9,14.6
Entire Network,COVID-NET,2020-22,2022,43,0-<6 months,Overall,Overall,1331.9,13
Entire Network,COVID-NET,2020-22,2022,44,0-<6 months,Overall,Overall,1341.1,9.2
Entire Network,COVID-NET,2020-22,2022,45,0-<6 months,Overall,Overall,1356.2,15.1
Entire Network,COVID-NET,2020-22,2022,46,0-<6 months,Overall,Overall,1377.3,21.1
Entire Network,COVID-NET,2020-22,2022,47,0-<6 months,Overall,Overall,1393,15.7
Entire Network,COVID-NET,2020-22,2022,48,0-<6 months,Overall,Overall,1414.1,21.1
Entire Network,COVID-NET,2020-22,2022,49,0-<6 months,Overall,Overall,1436.3,22.2
Entire Network,COVID-NET,2020-22,2022,50,0-<6 months,Overall,Overall,1454.1,17.8
Entire Network,COVID-NET,2020-22,2022,51,0-<6 months,Overall,Overall,1473.6,19.5
Entire Network,COVID-NET,2020-22,2022,52,0-<6 months,Overall,Overall,1494.1,20.5
Entire Network,COVID-NET,2020-22,2023,1,0-<6 months,Overall,Overall,1502.8,8.7
Entire Network,COVID-NET,2020-22,2023,2,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,0-<6 months,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,6 months-4 yr,Overall,Overall,89.9,9.4
Entire Network,COVID-NET,2020-22,2022,2,6 months-4 yr,Overall,Overall,98.2,8.3
Entire Network,COVID-NET,2020-22,2022,3,6 months-4 yr,Overall,Overall,106.8,8.5
Entire Network,COVID-NET,2020-22,2022,4,6 months-4 yr,Overall,Overall,112.5,5.8
Entire Network,COVID-NET,2020-22,2022,5,6 months-4 yr,Overall,Overall,116.7,4.2
Entire Network,COVID-NET,2020-22,2022,6,6 months-4 yr,Overall,Overall,120.4,3.7
Entire Network,COVID-NET,2020-22,2022,7,6 months-4 yr,Overall,Overall,123.5,3.1
Entire Network,COVID-NET,2020-22,2022,8,6 months-4 yr,Overall,Overall,126.1,2.6
Entire Network,COVID-NET,2020-22,2022,9,6 months-4 yr,Overall,Overall,128.2,2.1
Entire Network,COVID-NET,2020-22,2022,10,6 months-4 yr,Overall,Overall,129.8,1.6
Entire Network,COVID-NET,2020-22,2022,11,6 months-4 yr,Overall,Overall,131,1.2
Entire Network,COVID-NET,2020-22,2022,12,6 months-4 yr,Overall,Overall,132.1,1.1
Entire Network,COVID-NET,2020-22,2022,13,6 months-4 yr,Overall,Overall,133.5,1.4
Entire Network,COVID-NET,2020-22,2022,14,6 months-4 yr,Overall,Overall,134.4,0.9
Entire Network,COVID-NET,2020-22,2022,15,6 months-4 yr,Overall,Overall,135.8,1.3
Entire Network,COVID-NET,2020-22,2022,16,6 months-4 yr,Overall,Overall,137.3,1.6
Entire Network,COVID-NET,2020-22,2022,17,6 months-4 yr,Overall,Overall,139.2,1.8
Entire Network,COVID-NET,2020-22,2022,18,6 months-4 yr,Overall,Overall,140.7,1.5
Entire Network,COVID-NET,2020-22,2022,19,6 months-4 yr,Overall,Overall,142.7,2
Entire Network,COVID-NET,2020-22,2022,20,6 months-4 yr,Overall,Overall,144.7,2
Entire Network,COVID-NET,2020-22,2022,21,6 months-4 yr,Overall,Overall,146.4,1.7
