Año,Semana epidemiológica,virus,Subtipo Virus,Muestras positivas,,
2018,40,VRS,VRS,4,0,
2018,41,Influenza A,A no subtipificable,0,0,
2018,41,Influenza A,A no subtipificado,0,0,
2018,41,Influenza A,A(H1),0,0,
2018,41,Influenza A,A(H1N1)pdm09,1,0,
2018,41,Influenza A,A(H3),1,0,
2018,41,,Adenovirus,2,0,
2018,41,,Bocavirus,0,0,
2018,41,COVID,Coronavirus,0,0,
2018,41,,Metapneumovirus,4,0,
2018,41,,Otros,0,0,
2018,41,,Parainfluenza,2,0,
2018,41,Influenza B,Positivo influenza  B,3,0,
2018,41,,Rinovirus,0,0,
2018,41,VRS,VRS,2,0,
2018,42,Influenza A,A no subtipificable,0,0,
2018,42,Influenza A,A no subtipificado,2,0,
2018,42,Influenza A,A(H1),0,0,
2018,42,Influenza A,A(H1N1)pdm09,1,0,
2018,42,Influenza A,A(H3),0,0,
2018,42,,Adenovirus,1,0,
2018,42,,Bocavirus,0,0,
2018,42,COVID,Coronavirus,0,0,
2018,42,,Metapneumovirus,7,0,
2018,42,,Otros,0,0,
2018,42,,Parainfluenza,3,0,
2018,42,Influenza B,Positivo influenza  B,4,0,
2018,42,,Rinovirus,2,0,
2018,42,VRS,VRS,1,0,
2018,43,Influenza A,A no subtipificable,0,0,
2018,43,Influenza A,A no subtipificado,0,0,
2018,43,Influenza A,A(H1),0,0,
2018,43,Influenza A,A(H1N1)pdm09,0,0,
2018,43,Influenza A,A(H3),1,0,
2018,43,,Adenovirus,3,0,
2018,43,,Bocavirus,0,0,
2018,43,COVID,Coronavirus,0,0,
2018,43,,Metapneumovirus,5,0,
2018,43,,Otros,0,0,
2018,43,,Parainfluenza,1,0,
2018,43,Influenza B,Positivo influenza  B,4,0,
2018,43,,Rinovirus,0,0,
2018,43,VRS,VRS,2,0,
2018,44,Influenza A,A no subtipificable,0,0,
2018,44,Influenza A,A no subtipificado,0,0,
2018,44,Influenza A,A(H1),0,0,
2018,44,Influenza A,A(H1N1)pdm09,1,0,
2018,44,Influenza A,A(H3),0,0,
2018,44,,Adenovirus,4,0,
2018,44,,Bocavirus,0,0,
2018,44,COVID,Coronavirus,0,0,
2018,44,,Metapneumovirus,3,0,
2018,44,,Otros,0,0,
2018,44,,Parainfluenza,0,0,
2018,44,Influenza B,Positivo influenza  B,3,0,
2018,44,,Rinovirus,0,0,
2018,44,VRS,VRS,6,0,
2018,45,Influenza A,A no subtipificable,0,0,
2018,45,Influenza A,A no subtipificado,0,0,
2018,45,Influenza A,A(H1),0,0,
2018,45,Influenza A,A(H1N1)pdm09,0,0,
2018,45,Influenza A,A(H3),0,0,
2018,45,,Adenovirus,3,0,
2018,45,,Bocavirus,0,0,
2018,45,COVID,Coronavirus,0,0,
2018,45,,Metapneumovirus,6,0,
2018,45,,Otros,0,0,
2018,45,,Parainfluenza,1,0,
2018,45,Influenza B,Positivo influenza  B,3,0,
2018,45,,Rinovirus,0,0,
2018,45,VRS,VRS,5,0,
2018,46,Influenza A,A no subtipificable,0,0,
2018,46,Influenza A,A no subtipificado,0,0,
2018,46,Influenza A,A(H1),0,0,
2018,46,Influenza A,A(H1N1)pdm09,0,0,
2018,46,Influenza A,A(H3),0,0,
2018,46,,Adenovirus,1,0,
2018,46,,Bocavirus,0,0,
2018,46,COVID,Coronavirus,0,0,
2018,46,,Metapneumovirus,3,0,
2018,46,,Otros,0,0,
2018,46,,Parainfluenza,3,0,
2018,46,Influenza B,Positivo influenza  B,0,0,
2018,46,,Rinovirus,1,0,
2018,46,VRS,VRS,2,0,
2018,47,Influenza A,A no subtipificable,0,0,
2018,47,Influenza A,A no subtipificado,0,0,
2018,47,Influenza A,A(H1),0,0,
2018,47,Influenza A,A(H1N1)pdm09,0,0,
2018,47,Influenza A,A(H3),0,0,
2018,47,,Adenovirus,1,0,
2018,47,,Bocavirus,0,0,
2018,47,COVID,Coronavirus,0,0,
2018,47,,Metapneumovirus,6,0,
2018,47,,Otros,0,0,
2018,47,,Parainfluenza,1,0,
2018,47,Influenza B,Positivo influenza  B,0,0,
2018,47,,Rinovirus,1,0,
2018,47,VRS,VRS,0,0,
2018,48,Influenza A,A no subtipificable,0,0,
2018,48,Influenza A,A no subtipificado,0,0,
2018,48,Influenza A,A(H1),0,0,
2018,48,Influenza A,A(H1N1)pdm09,1,0,
2018,48,Influenza A,A(H3),2,0,
2018,48,,Adenovirus,2,0,
2018,48,,Bocavirus,0,0,
2018,48,COVID,Coronavirus,0,0,
2018,48,,Metapneumovirus,4,0,
2018,48,,Otros,0,0,
2018,48,,Parainfluenza,1,0,
2018,48,Influenza B,Positivo influenza  B,1,0,
2018,48,,Rinovirus,0,0,
2018,48,VRS,VRS,1,0,
2018,49,Influenza A,A no subtipificable,0,0,
2018,49,Influenza A,A no subtipificado,0,0,
2018,49,Influenza A,A(H1),0,0,
2018,49,Influenza A,A(H1N1)pdm09,0,0,
2018,49,Influenza A,A(H3),0,0,
2018,49,,Adenovirus,4,0,
2018,49,,Bocavirus,0,0,
2018,49,COVID,Coronavirus,0,0,
2018,49,,Metapneumovirus,0,0,
2018,49,,Otros,1,0,
2018,49,,Parainfluenza,2,0,
2018,49,Influenza B,Positivo influenza  B,2,0,
2018,49,,Rinovirus,2,0,
2018,49,VRS,VRS,1,0,
2018,50,Influenza A,A no subtipificable,0,0,
2018,50,Influenza A,A no subtipificado,0,0,
2018,50,Influenza A,A(H1),0,0,
2018,50,Influenza A,A(H1N1)pdm09,0,0,
2018,50,Influenza A,A(H3),0,0,
2018,50,,Adenovirus,4,0,
2018,50,,Bocavirus,0,0,
2018,50,COVID,Coronavirus,0,0,
2018,50,,Metapneumovirus,5,0,
2018,50,,Otros,0,0,
2018,50,,Parainfluenza,3,0,
2018,50,Influenza B,Positivo influenza  B,1,0,
2018,50,,Rinovirus,0,0,
2018,50,VRS,VRS,1,0,
2018,51,Influenza A,A no subtipificable,0,0,
2018,51,Influenza A,A no subtipificado,0,0,
2018,51,Influenza A,A(H1),0,0,
2018,51,Influenza A,A(H1N1)pdm09,0,0,
2018,51,Influenza A,A(H3),1,0,
2018,51,,Adenovirus,2,0,
2018,51,,Bocavirus,0,0,
2018,51,COVID,Coronavirus,0,0,
2018,51,,Metapneumovirus,2,0,
2018,51,,Otros,0,0,
2018,51,,Parainfluenza,4,0,
2018,51,Influenza B,Positivo influenza  B,3,0,
2018,51,,Rinovirus,0,0,
2018,51,VRS,VRS,1,0,
2018,52,Influenza A,A no subtipificable,0,0,
2018,52,Influenza A,A no subtipificado,1,0,
2018,52,Influenza A,A(H1),0,0,
2018,52,Influenza A,A(H1N1)pdm09,0,0,
2018,52,Influenza A,A(H3),0,0,
2018,52,,Adenovirus,0,0,
2018,52,,Bocavirus,0,0,
2018,52,COVID,Coronavirus,0,0,
2018,52,,Metapneumovirus,1,0,
2018,52,,Otros,0,0,
2018,52,,Parainfluenza,0,0,
2018,52,Influenza B,Positivo influenza  B,0,0,
2018,52,,Rinovirus,0,0,
2018,52,VRS,VRS,0,0,
2019,1,Influenza A,A no subtipificable,0,0,
2019,1,Influenza A,A no subtipificado,0,0,
2019,1,Influenza A,A(H1),0,0,
2019,1,Influenza A,A(H1N1)pdm09,0,0,
2019,1,Influenza A,A(H3),1,0,
2019,1,,Adenovirus,1,0,
2019,1,,Bocavirus,0,0,
2019,1,COVID,Coronavirus,0,0,
2019,1,,Metapneumovirus,2,0,
2019,1,,Otros,0,0,
2019,1,,Parainfluenza,0,0,
2019,1,Influenza B,Positivo influenza  B,0,0,
2019,1,,Rinovirus,0,0,
2019,1,VRS,VRS,0,0,
2019,2,Influenza A,A no subtipificable,0,0,
2019,2,Influenza A,A no subtipificado,0,0,
2019,2,Influenza A,A(H1),0,0,
2019,2,Influenza A,A(H1N1)pdm09,0,0,
2019,2,Influenza A,A(H3),0,0,
2019,2,,Adenovirus,3,0,
2019,2,,Bocavirus,0,0,
2019,2,COVID,Coronavirus,0,0,
2019,2,,Metapneumovirus,2,0,
2019,2,,Otros,0,0,
2019,2,,Parainfluenza,2,0,
2019,2,Influenza B,Positivo influenza  B,2,0,
2019,2,,Rinovirus,0,0,
2019,2,VRS,VRS,0,0,
2019,3,Influenza A,A no subtipificable,0,0,
2019,3,Influenza A,A no subtipificado,0,0,
2019,3,Influenza A,A(H1),0,0,
2019,3,Influenza A,A(H1N1)pdm09,0,0,
2019,3,Influenza A,A(H3),1,0,
2019,3,,Adenovirus,0,0,
2019,3,,Bocavirus,0,0,
2019,3,COVID,Coronavirus,0,0,
2019,3,,Metapneumovirus,3,0,
2019,3,,Otros,0,0,
2019,3,,Parainfluenza,0,0,
2019,3,Influenza B,Positivo influenza  B,0,0,
2019,3,,Rinovirus,0,0,
2019,3,VRS,VRS,0,0,
2019,4,Influenza A,A no subtipificable,0,0,
2019,4,Influenza A,A no subtipificado,0,0,
2019,4,Influenza A,A(H1),0,0,
2019,4,Influenza A,A(H1N1)pdm09,0,0,
2019,4,Influenza A,A(H3),2,0,
2019,4,,Adenovirus,1,0,
2019,4,,Bocavirus,0,0,
2019,4,COVID,Coronavirus,0,0,
2019,4,,Metapneumovirus,0,0,
2019,4,,Otros,0,0,
2019,4,,Parainfluenza,0,0,
2019,4,Influenza B,Positivo influenza  B,0,0,
2019,4,,Rinovirus,1,0,
2019,4,VRS,VRS,0,0,
2019,5,Influenza A,A no subtipificable,0,0,
2019,5,Influenza A,A no subtipificado,0,0,
2019,5,Influenza A,A(H1),0,0,
2019,5,Influenza A,A(H1N1)pdm09,0,0,
2019,5,Influenza A,A(H3),2,0,
2019,5,,Adenovirus,2,0,
2019,5,,Bocavirus,0,0,
2019,5,COVID,Coronavirus,0,0,
2019,5,,Metapneumovirus,1,0,
2019,5,,Otros,0,0,
2019,5,,Parainfluenza,0,0,
2019,5,Influenza B,Positivo influenza  B,0,0,
2019,5,,Rinovirus,1,0,
2019,5,VRS,VRS,0,0,
2019,6,Influenza A,A no subtipificable,0,0,
2019,6,Influenza A,A no subtipificado,0,0,
2019,6,Influenza A,A(H1),0,0,
2019,6,Influenza A,A(H1N1)pdm09,0,0,
2019,6,Influenza A,A(H3),0,0,
2019,6,,Adenovirus,0,0,
2019,6,,Bocavirus,0,0,
2019,6,COVID,Coronavirus,0,0,
2019,6,,Metapneumovirus,0,0,
2019,6,,Otros,0,0,
2019,6,,Parainfluenza,0,0,
2019,6,Influenza B,Positivo influenza  B,0,0,
2019,6,,Rinovirus,0,0,
2019,6,VRS,VRS,3,0,
2019,7,Influenza A,A no subtipificable,0,0,
2019,7,Influenza A,A no subtipificado,0,0,
2019,7,Influenza A,A(H1),0,0,
2019,7,Influenza A,A(H1N1)pdm09,2,0,
2019,7,Influenza A,A(H3),1,0,
2019,7,,Adenovirus,0,0,
2019,7,,Bocavirus,0,0,
2019,7,COVID,Coronavirus,0,0,
2019,7,,Metapneumovirus,0,0,
2019,7,,Otros,0,0,
2019,7,,Parainfluenza,0,0,
2019,7,Influenza B,Positivo influenza  B,0,0,
2019,7,,Rinovirus,3,0,
2019,7,VRS,VRS,1,0,
2019,8,Influenza A,A no subtipificable,0,0,
2019,8,Influenza A,A no subtipificado,0,0,
2019,8,Influenza A,A(H1),0,0,
2019,8,Influenza A,A(H1N1)pdm09,1,0,
2019,8,Influenza A,A(H3),2,0,
2019,8,,Adenovirus,0,0,
2019,8,,Bocavirus,0,0,
2019,8,COVID,Coronavirus,0,0,
2019,8,,Metapneumovirus,0,0,
2019,8,,Otros,0,0,
2019,8,,Parainfluenza,0,0,
2019,8,Influenza B,Positivo influenza  B,0,0,
2019,8,,Rinovirus,0,0,
2019,8,VRS,VRS,0,0,
2019,9,Influenza A,A no subtipificable,0,0,
2019,9,Influenza A,A no subtipificado,0,0,
2019,9,Influenza A,A(H1),0,0,
2019,9,Influenza A,A(H1N1)pdm09,0,0,
2019,9,Influenza A,A(H3),2,0,
2019,9,,Adenovirus,0,0,
2019,9,,Bocavirus,0,0,
2019,9,COVID,Coronavirus,0,0,
2019,9,,Metapneumovirus,0,0,
2019,9,,Otros,0,0,
2019,9,,Parainfluenza,0,0,
2019,9,Influenza B,Positivo influenza  B,0,0,
2019,9,,Rinovirus,0,0,
2019,9,VRS,VRS,1,0,
2019,10,Influenza A,A no subtipificable,0,0,
2019,10,Influenza A,A no subtipificado,0,0,
2019,10,Influenza A,A(H1),0,0,
2019,10,Influenza A,A(H1N1)pdm09,0,0,
2019,10,Influenza A,A(H3),0,0,
2019,10,,Adenovirus,1,0,
2019,10,,Bocavirus,0,0,
2019,10,COVID,Coronavirus,0,0,
2019,10,,Metapneumovirus,1,0,
2019,10,,Otros,0,0,
2019,10,,Parainfluenza,0,0,
2019,10,Influenza B,Positivo influenza  B,0,0,
2019,10,,Rinovirus,2,0,
2019,10,VRS,VRS,1,0,
2019,11,Influenza A,A no subtipificable,0,0,
2019,11,Influenza A,A no subtipificado,0,0,
2019,11,Influenza A,A(H1),0,0,
2019,11,Influenza A,A(H1N1)pdm09,0,0,
2019,11,Influenza A,A(H3),1,0,
2019,11,,Adenovirus,0,0,
2019,11,,Bocavirus,0,0,
2019,11,COVID,Coronavirus,0,0,
2019,11,,Metapneumovirus,0,0,
2019,11,,Otros,1,0,
2019,11,,Parainfluenza,0,0,
2019,11,Influenza B,Positivo influenza  B,0,0,
2019,11,,Rinovirus,1,0,
2019,11,VRS,VRS,3,0,
2019,12,Influenza A,A no subtipificable,0,0,
2019,12,Influenza A,A no subtipificado,0,0,
2019,12,Influenza A,A(H1),0,0,
2019,12,Influenza A,A(H1N1)pdm09,0,0,
2019,12,Influenza A,A(H3),0,0,
2019,12,,Adenovirus,2,0,
2019,12,,Bocavirus,0,0,
2019,12,COVID,Coronavirus,0,0,
2019,12,,Metapneumovirus,0,0,
2019,12,,Otros,0,0,
2019,12,,Parainfluenza,0,0,
2019,12,Influenza B,Positivo influenza  B,0,0,
2019,12,,Rinovirus,1,0,
2019,12,VRS,VRS,2,0,
2019,13,Influenza A,A no subtipificable,0,0,
2019,13,Influenza A,A no subtipificado,0,0,
2019,13,Influenza A,A(H1),0,0,
2019,13,Influenza A,A(H1N1)pdm09,1,0,
2019,13,Influenza A,A(H3),0,0,
2019,13,,Adenovirus,0,0,
2019,13,,Bocavirus,0,0,
2019,13,COVID,Coronavirus,0,0,
2019,13,,Metapneumovirus,1,0,
2019,13,,Otros,0,0,
2019,13,,Parainfluenza,0,0,
2019,13,Influenza B,Positivo influenza  B,0,0,
2019,13,,Rinovirus,1,0,
2019,13,VRS,VRS,5,0,
2019,14,Influenza A,A no subtipificable,0,0,
2019,14,Influenza A,A no subtipificado,0,0,
2019,14,Influenza A,A(H1),0,0,
2019,14,Influenza A,A(H1N1)pdm09,0,0,
2019,14,Influenza A,A(H3),1,0,
2019,14,,Adenovirus,0,0,
2019,14,,Bocavirus,0,0,
2019,14,COVID,Coronavirus,0,0,
2019,14,,Metapneumovirus,1,0,
2019,14,,Otros,0,0,
2019,14,,Parainfluenza,0,0,
2019,14,Influenza B,Positivo influenza  B,0,0,
2019,14,,Rinovirus,1,0,
2019,14,VRS,VRS,10,0,
2019,15,Influenza A,A no subtipificable,0,0,
2019,15,Influenza A,A no subtipificado,0,0,
2019,15,Influenza A,A(H1),0,0,
2019,15,Influenza A,A(H1N1)pdm09,1,0,
2019,15,Influenza A,A(H3),0,0,
2019,15,,Adenovirus,0,0,
2019,15,,Bocavirus,0,0,
2019,15,COVID,Coronavirus,0,0,
2019,15,,Metapneumovirus,1,0,
2019,15,,Otros,0,0,
2019,15,,Parainfluenza,0,0,
2019,15,Influenza B,Positivo influenza  B,0,0,
2019,15,,Rinovirus,1,0,
2019,15,VRS,VRS,6,0,
2019,16,Influenza A,A no subtipificable,0,0,
2019,16,Influenza A,A no subtipificado,1,0,
2019,16,Influenza A,A(H1),0,0,
2019,16,Influenza A,A(H1N1)pdm09,4,0,
2019,16,Influenza A,A(H3),1,0,
2019,16,,Adenovirus,3,0,
2019,16,,Bocavirus,1,0,
2019,16,COVID,Coronavirus,0,0,
2019,16,,Metapneumovirus,0,0,
2019,16,,Otros,0,0,
2019,16,,Parainfluenza,1,0,
2019,16,Influenza B,Positivo influenza  B,1,0,
2019,16,,Rinovirus,0,0,
2019,16,VRS,VRS,11,0,
2019,17,Influenza A,A no subtipificable,0,0,
2019,17,Influenza A,A no subtipificado,0,0,
2019,17,Influenza A,A(H1),0,0,
2019,17,Influenza A,A(H1N1)pdm09,2,0,
2019,17,Influenza A,A(H3),0,0,
2019,17,,Adenovirus,3,0,
2019,17,,Bocavirus,0,0,
2019,17,COVID,Coronavirus,0,0,
2019,17,,Metapneumovirus,0,0,
2019,17,,Otros,0,0,
2019,17,,Parainfluenza,0,0,
2019,17,Influenza B,Positivo influenza  B,0,0,
2019,17,,Rinovirus,2,0,
2019,17,VRS,VRS,11,0,
2019,18,Influenza A,A no subtipificable,0,0,
2019,18,Influenza A,A no subtipificado,1,0,
2019,18,Influenza A,A(H1),0,0,
2019,18,Influenza A,A(H1N1)pdm09,10,0,
2019,18,Influenza A,A(H3),0,0,
2019,18,,Adenovirus,2,0,
2019,18,,Bocavirus,0,0,
2019,18,COVID,Coronavirus,1,0,
2019,18,,Metapneumovirus,2,0,
2019,18,,Otros,0,0,
2019,18,,Parainfluenza,0,0,
2019,18,Influenza B,Positivo influenza  B,0,0,
2019,18,,Rinovirus,3,0,
2019,18,VRS,VRS,21,0,
2019,19,Influenza A,A no subtipificable,0,0,
2019,19,Influenza A,A no subtipificado,0,0,
2019,19,Influenza A,A(H1),0,0,
2019,19,Influenza A,A(H1N1)pdm09,17,0,
2019,19,Influenza A,A(H3),1,0,
2019,19,,Adenovirus,4,0,
2019,19,,Bocavirus,0,0,
2019,19,COVID,Coronavirus,0,0,
2019,19,,Metapneumovirus,0,0,
2019,19,,Otros,0,0,
2019,19,,Parainfluenza,0,0,
2019,19,Influenza B,Positivo influenza  B,0,0,
2019,19,,Rinovirus,4,0,
2019,19,VRS,VRS,27,0,
2019,20,Influenza A,A no subtipificable,0,0,
2019,20,Influenza A,A no subtipificado,0,0,
2019,20,Influenza A,A(H1),0,0,
2019,20,Influenza A,A(H1N1)pdm09,36,0,
2019,20,Influenza A,A(H3),2,0,
2019,20,,Adenovirus,2,0,
2019,20,,Bocavirus,0,0,
2019,20,COVID,Coronavirus,0,0,
2019,20,,Metapneumovirus,0,0,
2019,20,,Otros,0,0,
2019,20,,Parainfluenza,0,0,
2019,20,Influenza B,Positivo influenza  B,0,0,
2019,20,,Rinovirus,5,0,
2019,20,VRS,VRS,36,0,
2019,21,Influenza A,A no subtipificable,0,0,
2019,21,Influenza A,A no subtipificado,0,0,
2019,21,Influenza A,A(H1),0,0,
2019,21,Influenza A,A(H1N1)pdm09,52,0,
2019,21,Influenza A,A(H3),10,0,
2019,21,,Adenovirus,1,0,
2019,21,,Bocavirus,0,0,
2019,21,COVID,Coronavirus,0,0,
2019,21,,Metapneumovirus,5,0,
2019,21,,Otros,0,0,
2019,21,,Parainfluenza,0,0,
2019,21,Influenza B,Positivo influenza  B,0,0,
2019,21,,Rinovirus,2,0,
2019,21,VRS,VRS,34,0,
2019,22,Influenza A,A no subtipificable,0,0,
2019,22,Influenza A,A no subtipificado,1,0,
2019,22,Influenza A,A(H1),0,0,
2019,22,Influenza A,A(H1N1)pdm09,52,0,
2019,22,Influenza A,A(H3),2,0,
2019,22,,Adenovirus,6,0,
2019,22,,Bocavirus,0,0,
2019,22,COVID,Coronavirus,0,0,
2019,22,,Metapneumovirus,2,0,
2019,22,,Otros,0,0,
2019,22,,Parainfluenza,0,0,
2019,22,Influenza B,Positivo influenza  B,0,0,
2019,22,,Rinovirus,4,0,
2019,22,VRS,VRS,34,0,
2019,23,Influenza A,A no subtipificable,0,0,
2019,23,Influenza A,A no subtipificado,2,0,
2019,23,Influenza A,A(H1),0,0,
2019,23,Influenza A,A(H1N1)pdm09,78,0,
2019,23,Influenza A,A(H3),7,0,
2019,23,,Adenovirus,2,0,
2019,23,,Bocavirus,0,0,
2019,23,COVID,Coronavirus,0,0,
2019,23,,Metapneumovirus,1,0,
2019,23,,Otros,0,0,
2019,23,,Parainfluenza,2,0,
2019,23,Influenza B,Positivo influenza  B,3,0,
2019,23,,Rinovirus,1,0,
2019,23,VRS,VRS,53,0,
2019,24,Influenza A,A no subtipificable,0,0,
2019,24,Influenza A,A no subtipificado,0,0,
2019,24,Influenza A,A(H1),0,0,
2019,24,Influenza A,A(H1N1)pdm09,70,0,
2019,24,Influenza A,A(H3),10,0,
2019,24,,Adenovirus,4,0,
2019,24,,Bocavirus,0,0,
2019,24,COVID,Coronavirus,0,0,
2019,24,,Metapneumovirus,3,0,
2019,24,,Otros,0,0,
2019,24,,Parainfluenza,1,0,
2019,24,Influenza B,Positivo influenza  B,1,0,
2019,24,,Rinovirus,2,0,
2019,24,VRS,VRS,55,0,
2019,25,Influenza A,A no subtipificable,0,0,
2019,25,Influenza A,A no subtipificado,1,0,
2019,25,Influenza A,A(H1),0,0,
2019,25,Influenza A,A(H1N1)pdm09,73,0,
2019,25,Influenza A,A(H3),7,0,
2019,25,,Adenovirus,4,0,
2019,25,,Bocavirus,0,0,
2019,25,COVID,Coronavirus,0,0,
2019,25,,Metapneumovirus,3,0,
2019,25,,Otros,1,0,
2019,25,,Parainfluenza,1,0,
2019,25,Influenza B,Positivo influenza  B,2,0,
2019,25,,Rinovirus,4,0,
2019,25,VRS,VRS,71,0,
2019,26,Influenza A,A no subtipificable,0,0,
2019,26,Influenza A,A no subtipificado,1,0,
2019,26,Influenza A,A(H1),0,0,
2019,26,Influenza A,A(H1N1)pdm09,31,0,
2019,26,Influenza A,A(H3),10,0,
2019,26,,Adenovirus,8,0,
2019,26,,Bocavirus,1,0,
2019,26,COVID,Coronavirus,0,0,
2019,26,,Metapneumovirus,7,0,
2019,26,,Otros,1,0,
2019,26,,Parainfluenza,7,0,
2019,26,Influenza B,Positivo influenza  B,7,0,
2019,26,,Rinovirus,4,0,
2019,26,VRS,VRS,90,0,
2019,27,Influenza A,A no subtipificable,0,0,
2019,27,Influenza A,A no subtipificado,0,0,
2019,27,Influenza A,A(H1),0,0,
2019,27,Influenza A,A(H1N1)pdm09,32,0,
2019,27,Influenza A,A(H3),12,0,
2019,27,,Adenovirus,7,0,
2019,27,,Bocavirus,1,0,
2019,27,COVID,Coronavirus,0,0,
2019,27,,Metapneumovirus,10,0,
2019,27,,Otros,0,0,
2019,27,,Parainfluenza,4,0,
2019,27,Influenza B,Positivo influenza  B,4,0,
2019,27,,Rinovirus,8,0,
2019,27,VRS,VRS,90,0,
2019,28,Influenza A,A no subtipificable,0,0,
2019,28,Influenza A,A no subtipificado,0,0,
2019,28,Influenza A,A(H1),0,0,
2019,28,Influenza A,A(H1N1)pdm09,15,0,
2019,28,Influenza A,A(H3),7,0,
2019,28,,Adenovirus,0,0,
2019,28,,Bocavirus,0,0,
2019,28,COVID,Coronavirus,0,0,
2019,28,,Metapneumovirus,8,0,
2019,28,,Otros,1,0,
2019,28,,Parainfluenza,13,0,
2019,28,Influenza B,Positivo influenza  B,13,0,
2019,28,,Rinovirus,4,0,
2019,28,VRS,VRS,103,0,
2019,29,Influenza A,A no subtipificable,0,0,
2019,29,Influenza A,A no subtipificado,0,0,
2019,29,Influenza A,A(H1),0,0,
2019,29,Influenza A,A(H1N1)pdm09,6,0,
2019,29,Influenza A,A(H3),4,0,
2019,29,,Adenovirus,1,0,
2019,29,,Bocavirus,0,0,
2019,29,COVID,Coronavirus,0,0,
2019,29,,Metapneumovirus,7,0,
2019,29,,Otros,1,0,
2019,29,,Parainfluenza,6,0,
2019,29,Influenza B,Positivo influenza  B,6,0,
2019,29,,Rinovirus,0,0,
2019,29,VRS,VRS,95,0,
2019,30,Influenza A,A no subtipificable,0,0,
2019,30,Influenza A,A no subtipificado,0,0,
2019,30,Influenza A,A(H1),0,0,
2019,30,Influenza A,A(H1N1)pdm09,5,0,
2019,30,Influenza A,A(H3),3,0,
2019,30,,Adenovirus,2,0,
2019,30,,Bocavirus,0,0,
2019,30,COVID,Coronavirus,0,0,
2019,30,,Metapneumovirus,7,0,
2019,30,,Otros,1,0,
2019,30,,Parainfluenza,6,0,
2019,30,Influenza B,Positivo influenza  B,6,0,
2019,30,,Rinovirus,4,0,
2019,30,VRS,VRS,78,0,
2019,31,Influenza A,A no subtipificable,0,0,
2019,31,Influenza A,A no subtipificado,0,0,
2019,31,Influenza A,A(H1),0,0,
2019,31,Influenza A,A(H1N1)pdm09,4,0,
2019,31,Influenza A,A(H3),3,0,
2019,31,,Adenovirus,0,0,
2019,31,,Bocavirus,0,0,
2019,31,COVID,Coronavirus,0,0,
2019,31,,Metapneumovirus,4,0,
2019,31,,Otros,2,0,
2019,31,,Parainfluenza,12,0,
2019,31,Influenza B,Positivo influenza  B,12,0,
2019,31,,Rinovirus,4,0,
2019,31,VRS,VRS,64,0,
2019,32,Influenza A,A no subtipificable,0,0,
2019,32,Influenza A,A no subtipificado,0,0,
2019,32,Influenza A,A(H1),0,0,
2019,32,Influenza A,A(H1N1)pdm09,3,0,
2019,32,Influenza A,A(H3),4,0,
2019,32,,Adenovirus,2,0,
2019,32,,Bocavirus,0,0,
2019,32,COVID,Coronavirus,0,0,
2019,32,,Metapneumovirus,8,0,
2019,32,,Otros,1,0,
2019,32,,Parainfluenza,8,0,
2019,32,Influenza B,Positivo influenza  B,8,0,
2019,32,,Rinovirus,3,0,
2019,32,VRS,VRS,49,0,
2019,33,Influenza A,A no subtipificable,0,0,
2019,33,Influenza A,A no subtipificado,0,0,
2019,33,Influenza A,A(H1),0,0,
2019,33,Influenza A,A(H1N1)pdm09,1,0,
2019,33,Influenza A,A(H3),0,0,
2019,33,,Adenovirus,4,0,
2019,33,,Bocavirus,0,0,
2019,33,COVID,Coronavirus,0,0,
2019,33,,Metapneumovirus,11,0,
2019,33,,Otros,1,0,
2019,33,,Parainfluenza,15,0,
2019,33,Influenza B,Positivo influenza  B,16,0,
2019,33,,Rinovirus,2,0,
2019,33,VRS,VRS,39,0,
2019,34,Influenza A,A no subtipificable,0,0,
2019,34,Influenza A,A no subtipificado,0,0,
2019,34,Influenza A,A(H1),0,0,
2019,34,Influenza A,A(H1N1)pdm09,4,0,
2019,34,Influenza A,A(H3),1,0,
2019,34,,Adenovirus,4,0,
2019,34,,Bocavirus,0,0,
2019,34,COVID,Coronavirus,0,0,
2019,34,,Metapneumovirus,8,0,
2019,34,,Otros,0,0,
2019,34,,Parainfluenza,11,0,
2019,34,Influenza B,Positivo influenza  B,13,0,
2019,34,,Rinovirus,2,0,
2019,34,VRS,VRS,52,0,
2019,35,Influenza A,A no subtipificable,0,0,
2019,35,Influenza A,A no subtipificado,0,0,
2019,35,Influenza A,A(H1),0,0,
2019,35,Influenza A,A(H1N1)pdm09,0,0,
2019,35,Influenza A,A(H3),2,0,
2019,35,,Adenovirus,4,0,
2019,35,,Bocavirus,0,0,
2019,35,COVID,Coronavirus,0,0,
2019,35,,Metapneumovirus,9,0,
2019,35,,Otros,1,0,
2019,35,,Parainfluenza,20,0,
2019,35,Influenza B,Positivo influenza  B,23,0,
2019,35,,Rinovirus,1,0,
2019,35,VRS,VRS,30,0,
2019,36,Influenza A,A no subtipificable,0,0,
2019,36,Influenza A,A no subtipificado,0,0,
2019,36,Influenza A,A(H1),0,0,
2019,36,Influenza A,A(H1N1)pdm09,3,0,
2019,36,Influenza A,A(H3),3,0,
2019,36,,Adenovirus,3,0,
2019,36,,Bocavirus,0,0,
2019,36,COVID,Coronavirus,0,0,
2019,36,,Metapneumovirus,15,0,
2019,36,,Otros,1,0,
2019,36,,Parainfluenza,15,0,
2019,36,Influenza B,Positivo influenza  B,17,0,
